,qn,fal,run,q1,q2,h,h_value
385,4.0,2.0,5.0,2.0,4.0,h_cd,-0.5273739987349976
386,4.0,2.0,6.0,2.0,4.0,h_cd,0.5304768722383156
387,4.0,2.0,7.0,2.0,4.0,h_cd,-1.0763462327101834
388,4.0,2.0,8.0,2.0,4.0,h_cd,-0.8555446761353934
389,4.0,2.0,9.0,2.0,4.0,h_cd,0.8611042446293665
390,5.0,1.0,0.0,1.0,2.0,h_cd,-0.5698412204852532
391,5.0,1.0,1.0,1.0,2.0,h_cd,-1.1358395686484148
392,5.0,1.0,2.0,1.0,2.0,h_cd,-0.5833583465847137
393,5.0,1.0,3.0,1.0,2.0,h_cd,-0.9968359695148019
394,5.0,1.0,4.0,1.0,2.0,h_cd,-0.4884228448616676
395,5.0,1.0,5.0,1.0,2.0,h_cd,0.602448562805077
396,5.0,1.0,6.0,1.0,2.0,h_cd,-0.5393403565347358
397,5.0,1.0,7.0,1.0,2.0,h_cd,-0.3467908101028086
398,5.0,1.0,8.0,1.0,2.0,h_cd,-1.2848890670993274
399,5.0,1.0,9.0,1.0,2.0,h_cd,0.8623244983564576
