,qn,err_type,err_value,prob,err
117,3.0,I,0.2652927241871006,0,0
118,3.0,I,0.35516116850093565,0,0
119,3.0,I,0.08696081195489412,0,0
120,3.0,I,0.2444578153810641,0,0
121,3.0,I,0.4656708549404104,0,0
122,3.0,I,0.1723373615830277,0,0
123,3.0,I,0.3298416455321599,0,0
124,3.0,I,0.09346427507770116,0,0
125,3.0,I,0.8990678912296642,0,0
126,3.0,I,0.008514647670983309,0,0
127,3.0,I,0.1562264411803106,0,0
128,3.0,I,0.41699348931441615,0,0
129,3.0,I,0.5104875628159,0,0
130,3.0,I,0.3483609740641558,0,0
131,3.0,I,0.3720312990510474,0,0
132,3.0,I,0.13534178340772918,0,0
133,3.0,I,0.11962127882361895,0,0
134,3.0,I,0.380210613344846,0,0
135,3.0,I,0.8668410607859331,0,0
136,3.0,I,0.1629930708606101,0,0
137,3.0,I,0.043014435365752335,0,0
138,3.0,I,0.16227778531646075,0,0
139,3.0,I,0.057004712431757636,0,0
140,3.0,I,0.1036698771199016,0,0
141,3.0,I,0.23561010796230344,0,0
142,3.0,I,0.6534064239955317,0,0
143,3.0,I,0.05911721008832016,0,0
144,3.0,I,0.05750647530848085,0,0
145,3.0,I,0.16746918796994076,0,0
146,3.0,I,0.5156369239139404,0,0
147,3.0,I,0.37010355816273777,0,0
148,3.0,I,0.3889040383218081,0,0
149,3.0,I,0.3798459008391207,0,0
150,3.0,I,0.07446343655075183,0,0
151,3.0,I,0.14052342369344384,0,0
152,3.0,I,0.0980085835482516,0,0
153,3.0,I,0.37082299512695627,0,0
154,3.0,I,0.02794701009192635,0,0
155,3.0,I,0.2502042801865188,0,0
156,3.0,I,0.0023091639525892327,0,0
157,3.0,I,0.2778661147615781,0,0
158,3.0,I,0.7018192840532147,0,0
159,3.0,I,0.6219097695991179,0,0
160,3.0,I,0.14759140589769515,0,0
161,3.0,I,0.9417888799838708,0,0
162,3.0,I,0.23364769850070236,0,0
163,3.0,I,0.2751576438768741,0,0
164,3.0,I,0.3447326958564424,0,0
165,3.0,I,0.11479571132271682,0,0
166,3.0,I,0.592624322435111,0,0
167,3.0,I,0.4215233866679856,0,0
168,3.0,I,0.2640217354895121,0,0
169,3.0,I,0.5781593845663728,0,0
170,3.0,I,0.4521336466092121,0,0
171,3.0,I,0.04481405185838694,0,0
172,3.0,I,0.15024270841732726,0,0
173,3.0,I,0.2706844515154536,0,0
174,3.0,I,0.18717365943076614,0,0
175,3.0,I,0.14699727543811225,0,0
176,3.0,I,0.11062389973085683,0,0
177,3.0,I,0.3528947285397626,0,0
178,3.0,I,0.5742450130627614,0,0
179,3.0,I,0.34825435250800285,0,0
180,3.0,I,0.4797594864580578,0,0
181,3.0,I,0.22297295500119696,0,0
182,3.0,I,0.19118927338542524,0,0
183,3.0,I,0.5417126770038078,0,0
184,3.0,I,0.3001012868307764,0,0
185,3.0,I,0.07718993314545475,0,0
186,3.0,I,0.00882088843661899,0,0
187,3.0,I,0.5938068640568045,0,0
188,3.0,I,0.3068526507241067,0,0
189,3.0,I,0.2825600249218984,0,0
190,3.0,I,0.12347884308565947,0,0
191,3.0,I,0.17338484029122034,0,0
192,3.0,I,0.18424559823637032,0,0
193,3.0,I,0.05394925164990005,0,0
194,3.0,I,0.2277026305825673,0,0
195,3.0,I,0.4297561944452693,0,0
196,3.0,I,0.028266019700356027,0,0
197,3.0,I,0.5939094954474473,0,0
198,3.0,I,0.7011507096310611,0,0
199,3.0,I,0.1698571797420102,0,0
200,3.0,I,0.0732730184831174,0,0
201,3.0,I,0.2856037698546069,0,0
202,3.0,I,0.037140749778800004,0,0
203,3.0,I,0.5780491734579921,0,0
204,3.0,I,0.4495943531078378,0,0
205,3.0,I,0.06708674766761241,0,0
206,3.0,I,0.7073477117446935,0,0
207,3.0,I,0.24909137766579334,0,0
208,3.0,I,0.035464725785106184,0,0
209,3.0,I,0.4555412343879329,0,0
210,3.0,I,0.0810826072389299,0,0
211,3.0,I,0.14062386333981114,0,0
212,3.0,I,0.024563868920501556,0,0
213,3.0,I,0.19383654751264068,0,0
214,3.0,I,0.4955972380377216,0,0
215,3.0,I,0.4199107324910363,0,0
216,3.0,I,0.33629469305248016,0,0
217,3.0,I,0.07483833117693006,0,0
218,3.0,I,0.0764621057552698,0,0
219,3.0,I,0.16121018627166814,0,0
220,3.0,I,0.02438150738411915,0,0
221,3.0,I,0.4106976763028281,0,0
222,3.0,I,0.7236067949221875,0,0
513,3.0,U,0.1598228879024155,0,1
514,3.0,U,0.030683851455354964,0,1
515,3.0,U,0.2599802417722761,0,1
516,3.0,U,0.05414093091819039,0,1
517,3.0,U,0.17676771958599508,0,1
518,3.0,U,0.10641580899604286,0,1
519,3.0,U,0.06637823814904131,0,1
520,3.0,U,0.16430519701368174,0,1
521,3.0,U,0.5778014045876337,0,1
522,3.0,U,0.17520470272608168,0,1
523,3.0,U,0.29424316417964763,0,1
524,3.0,U,0.4183569052227992,0,1
525,3.0,U,0.07729478326065264,0,1
526,3.0,U,0.4255040276453795,0,1
527,3.0,U,0.032608782995689034,0,1
528,3.0,U,0.14293248484881824,0,1
529,3.0,U,0.10055914765778984,0,1
530,3.0,U,0.006374096361143944,0,1
