,qn,err_type,err_value,prob,err
0,2.0,I,0.6172867983611999,0,0
1,2.0,I,0.054534086455055815,0,0
2,2.0,I,0.10959868476559832,0,0
3,2.0,I,0.4576737057051948,0,0
4,2.0,I,0.4465399134157471,0,0
5,2.0,I,0.2039328321488444,0,0
6,2.0,I,0.18861713504016792,0,0
7,2.0,I,0.3413814820618397,0,0
8,2.0,I,0.22138426054149607,0,0
9,2.0,I,0.15705570594722812,0,0
10,2.0,I,0.5156244089875536,0,0
11,2.0,I,0.5139994873776844,0,0
12,2.0,I,0.3824732499028423,0,0
13,2.0,I,0.18790447400513804,0,0
14,2.0,I,0.22716178269936746,0,0
15,2.0,I,0.1843588268091384,0,0
16,2.0,I,0.3528737155963306,0,0
17,2.0,I,0.1301279531735628,0,0
18,2.0,I,0.09459214000588112,0,0
19,2.0,I,0.4023909505704609,0,0
20,2.0,I,0.4576447775029781,0,0
21,2.0,I,0.19056265195750927,0,0
22,2.0,I,0.4364746378977518,0,0
23,2.0,I,0.04052109697459527,0,0
24,2.0,I,0.632554193307793,0,0
25,2.0,I,0.4671867110729309,0,0
26,2.0,I,0.4355854662734321,0,0
27,2.0,I,0.4530770240486821,0,0
28,2.0,I,0.041739731862497916,0,0
29,2.0,I,0.24616322917959035,0,0
30,2.0,I,0.3602057172984361,0,0
31,2.0,I,0.13058553249518678,0,0
32,2.0,I,0.22635679232966344,0,0
33,2.0,I,0.2603499003307631,0,0
34,2.0,I,0.3477856813050063,0,0
35,2.0,I,0.1327131693841982,0,0
36,2.0,I,0.4534035611281017,0,0
37,2.0,I,0.5751160550645624,0,0
38,2.0,I,0.014730911746699603,0,0
39,2.0,I,0.0734800179245177,0,0
40,2.0,I,0.18127254680439664,0,0
41,2.0,I,0.14454170691941326,0,0
42,2.0,I,0.2946416968655187,0,0
43,2.0,I,0.7685486526617994,0,0
44,2.0,I,0.01734530532933712,0,0
45,2.0,I,0.1878488347964815,0,0
46,2.0,I,0.08966332604571925,0,0
47,2.0,I,0.1565048921752933,0,0
48,2.0,I,0.11319323552140707,0,0
49,2.0,I,0.382288801409437,0,0
50,2.0,I,0.4945162343532128,0,0
51,2.0,I,0.6598151076935351,0,0
52,2.0,I,0.045885978121613435,0,0
53,2.0,I,0.051712512022897617,0,0
54,2.0,I,0.4253426294114928,0,0
55,2.0,I,0.10963475231708808,0,0
56,2.0,I,0.05795184446825352,0,0
57,2.0,I,0.1020084736613438,0,0
58,2.0,I,0.0543453524984987,0,0
59,2.0,I,0.13523272201577466,0,0
60,2.0,I,0.18701714752640364,0,0
61,2.0,I,0.4335876031634233,0,0
62,2.0,I,0.09021051253593992,0,0
63,2.0,I,0.008559499157566819,0,0
64,2.0,I,0.5882199274233902,0,0
65,2.0,I,0.17940182309200914,0,0
66,2.0,I,0.3771784250990778,0,0
67,2.0,I,0.3412075036627928,0,0
68,2.0,I,0.0573901333462945,0,0
69,2.0,I,0.33672760880983943,0,0
70,2.0,I,0.17374477179291015,0,0
71,2.0,I,0.1693267535957126,0,0
72,2.0,I,0.1673956146987433,0,0
73,2.0,I,0.504718018413787,0,0
74,2.0,I,0.06447865356079763,0,0
75,2.0,I,0.5121271132153747,0,0
76,2.0,I,0.10972409768287296,0,0
77,2.0,I,0.2279277417214768,0,0
78,2.0,I,0.5654524163743985,0,0
79,2.0,I,0.3832380379930304,0,0
80,2.0,I,0.3592541796712307,0,0
81,2.0,I,0.49664741125049605,0,0
82,2.0,I,0.05184946108395638,0,0
83,2.0,I,0.41469352131605214,0,0
84,2.0,I,0.23741192860597304,0,0
85,2.0,I,0.021821601486352496,0,0
86,2.0,I,0.02027664383370764,0,0
87,2.0,I,0.2738896626757925,0,0
88,2.0,I,0.5670137008239688,0,0
89,2.0,I,0.06383599988011945,0,0
90,2.0,I,0.7650846097469592,0,0
91,2.0,I,0.16471809918146085,0,0
92,2.0,I,0.12114994980972482,0,0
93,2.0,I,0.2274974527135303,0,0
94,2.0,I,0.04687455069061641,0,0
95,2.0,I,0.005762918379987547,0,0
96,2.0,I,0.1738787917020751,0,0
97,2.0,I,0.7234591777989369,0,0
98,2.0,I,0.08962730781337247,0,0
99,2.0,I,0.12088561304875005,0,0
100,2.0,I,0.1833332845015941,0,0
101,2.0,I,0.20908264728622886,0,0
102,2.0,I,0.4474767500825826,0,0
103,2.0,I,0.19624282237193813,0,0
104,2.0,I,0.02730559265772975,0,0
105,2.0,I,0.5488964408951559,0,0
106,2.0,I,0.09367794075754944,0,0
107,2.0,I,0.2380361965260476,0,0
108,2.0,I,0.4605487580528832,0,0
109,2.0,I,0.4231336339914163,0,0
110,2.0,I,0.15570609960698625,0,0
111,2.0,I,0.17233740640096384,0,0
112,2.0,I,0.4690343872256551,0,0
113,2.0,I,0.37235035864731175,0,0
114,2.0,I,0.35123938624752105,0,0
115,2.0,I,0.04192280502689849,0,0
116,2.0,I,0.15558364547526354,0,0
117,3.0,I,0.2652927241871006,0,0
118,3.0,I,0.35516116850093565,0,0
119,3.0,I,0.08696081195489412,0,0
120,3.0,I,0.2444578153810641,0,0
121,3.0,I,0.4656708549404104,0,0
122,3.0,I,0.1723373615830277,0,0
123,3.0,I,0.3298416455321599,0,0
124,3.0,I,0.09346427507770116,0,0
125,3.0,I,0.8990678912296642,0,0
126,3.0,I,0.008514647670983309,0,0
127,3.0,I,0.1562264411803106,0,0
128,3.0,I,0.41699348931441615,0,0
129,3.0,I,0.5104875628159,0,0
130,3.0,I,0.3483609740641558,0,0
131,3.0,I,0.3720312990510474,0,0
132,3.0,I,0.13534178340772918,0,0
133,3.0,I,0.11962127882361895,0,0
134,3.0,I,0.380210613344846,0,0
135,3.0,I,0.8668410607859331,0,0
136,3.0,I,0.1629930708606101,0,0
137,3.0,I,0.043014435365752335,0,0
138,3.0,I,0.16227778531646075,0,0
139,3.0,I,0.057004712431757636,0,0
140,3.0,I,0.1036698771199016,0,0
141,3.0,I,0.23561010796230344,0,0
142,3.0,I,0.6534064239955317,0,0
143,3.0,I,0.05911721008832016,0,0
144,3.0,I,0.05750647530848085,0,0
145,3.0,I,0.16746918796994076,0,0
146,3.0,I,0.5156369239139404,0,0
147,3.0,I,0.37010355816273777,0,0
148,3.0,I,0.3889040383218081,0,0
