,user,userID,pos,qn,q1,q2,p1,p2,p12,p123,fal,irr,ent,a00,a01,a10,a11,qorder
1006,111.0,81888326.0,7.0,7.0,1.0,3.0,0.7,0.25,0.17,,2.0,0.5299999999999999,0.0,,-0.4761091754333756,0.007036061667737403,1.176179894952186,0213
1008,112.0,15388596.0,0.0,0.0,1.0,2.0,0.25,0.81,0.27,,1.0,0.020000000000000018,0.0,0.3571713649466734,0.7531769638651222,0.18749153891588433,0.5196152422706632,0123
1009,112.0,15388596.0,1.0,1.0,3.0,4.0,0.77,0.7,0.68,,1.0,-0.019999999999999907,0.0,0.13440816827350888,0.35859483149639104,0.4163462394755536,0.8246211251235321,2301
1010,112.0,15388596.0,2.0,3.0,2.0,3.0,0.25,0.74,0.25,,2.0,0.49,0.0,,0.5094457248730963,-0.3505271022752052,1.057633883461753,1203
1011,112.0,15388596.0,3.0,2.0,1.0,4.0,0.75,0.84,0.27,,1.0,-0.48,0.0,,0.7765328974109087,0.7051296291209257,0.5196152422706632,0312
1012,112.0,15388596.0,4.0,5.0,1.0,2.0,0.69,0.7,0.7,,1.0,0.010000000000000009,0.0,0.25613466647689714,0.3465559300858476,0.33807398591299753,0.8366600265340756,0123
1013,112.0,15388596.0,5.0,4.0,2.0,4.0,0.28,0.22,0.24,,2.0,0.040000000000000036,0.0,0.8008496700544052,-0.08500651928370839,0.18520317935277708,0.5631282980020113,1302
1014,112.0,15388596.0,6.0,6.0,1.0,3.0,0.74,0.2,0.21,,2.0,0.53,0.0,,-0.5840969740259679,0.1612698612857013,1.0552826447739423,0213
1015,112.0,15388596.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1017,113.0,96931673.0,0.0,0.0,1.0,2.0,0.4,0.98,0.65,,1.0,0.25,0.0,,0.5937742251701449,0.08820141617006083,0.806225774829855,0123
1018,113.0,96931673.0,1.0,1.0,3.0,4.0,0.6,0.31,0.4,,1.0,0.09000000000000002,0.0,0.6013589725731217,0.15494525536750525,0.46298958297665627,0.6324555320336759,2301
1019,113.0,96931673.0,2.0,3.0,2.0,3.0,0.25,0.43,0.77,,2.0,-0.34,0.0,0.7663487880661667,0.22025506836302278,0.5925065658074959,0.11460021537905174,1203
1020,113.0,96931673.0,3.0,4.0,2.0,4.0,0.56,0.59,0.66,,2.0,-0.07000000000000006,0.0,0.5936636189031325,0.02797752469418513,0.32084667882700746,0.7374538455988291,1302
1021,113.0,96931673.0,4.0,2.0,1.0,4.0,0.44,0.45,0.42,,1.0,-0.020000000000000018,0.0,0.6368114510597347,0.3006092282097278,0.2900090821239,0.648074069840786,0312
1022,113.0,96931673.0,5.0,5.0,1.0,2.0,0.58,0.35,0.59,,1.0,0.24,0.0,0.5566605351922165,0.06854545174721471,0.3089183866400399,0.7681145747868608,0123
1023,113.0,96931673.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1024,113.0,96931673.0,7.0,7.0,1.0,3.0,0.39,0.37,0.36,,2.0,0.030000000000000027,0.0,0.6867069877857107,-0.02294355992852204,0.17899795783706385,0.704178128795721,0213
1026,114.0,51703155.0,0.0,0.0,1.0,2.0,0.0,1.0,0.2,,1.0,0.2,0.0,,0.9669999668731373,-0.4472135954999579,0.4472135954999579,0123
1027,114.0,51703155.0,1.0,1.0,3.0,4.0,0.0,0.1,0.1,,1.0,0.1,0.0,0.8847839919859644,0.13098582948312,-0.31622776601683794,0.31622776601683794,2301
1028,114.0,51703155.0,2.0,5.0,1.0,2.0,0.3,0.4,0.4,,1.0,0.10000000000000003,0.0,0.7149592624840574,0.26197165896624,0.14214113720780752,0.6324555320336759,0123
1029,114.0,51703155.0,3.0,2.0,1.0,4.0,0.1,0.6,0.1,,1.0,0.0,0.0,0.5250362230381539,0.7792173489934942,0.13098582948312,0.31622776601683794,0312
1030,114.0,51703155.0,4.0,4.0,2.0,4.0,0.8,0.0,0.4,,2.0,0.4,0.0,,-1.2649110640673518,1.0954451150103324,0.1694659490570194,1302
1031,114.0,51703155.0,5.0,3.0,2.0,3.0,0.4,0.3,0.5,,2.0,-0.09999999999999998,0.0,0.7652603623752635,-0.11983052175843245,0.45014820215010554,0.4442789888498102,1203
1032,114.0,51703155.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1033,114.0,51703155.0,7.0,7.0,1.0,3.0,0.6,0.4,0.6,,2.0,0.0,0.0,0.5825699025351498,-0.2010179240104163,0.447213595499958,0.648231519510374,0213
1035,115.0,90790338.0,0.0,0.0,1.0,2.0,0.6,1.0,0.64,,1.0,0.040000000000000036,0.0,,0.6142135623730951,0.2954451150103321,0.8,0123
1036,115.0,90790338.0,1.0,1.0,3.0,4.0,0.58,0.52,0.56,,1.0,0.040000000000000036,0.0,0.5081909647326522,0.2714724253637687,0.3287014840721124,0.7483314773547883,2301
1037,115.0,90790338.0,2.0,4.0,2.0,4.0,0.57,0.63,0.91,,2.0,-0.28,0.0,0.6534254589720154,0.05478939082905132,0.5297739481536481,0.537933877049483,1302
1038,115.0,90790338.0,3.0,5.0,1.0,2.0,0.54,0.89,0.71,,1.0,0.16999999999999993,0.0,0.09858770143297078,0.4915514290949975,0.1966155072236907,0.8426149773176358,0123
1039,115.0,90790338.0,4.0,2.0,1.0,4.0,0.54,0.6,0.77,,1.0,0.22999999999999998,0.0,0.3953991311828417,0.2179486762711199,0.16173404580211426,0.8774964387392122,0312
1040,115.0,90790338.0,5.0,3.0,2.0,3.0,0.55,0.0,0.49,,2.0,0.06000000000000005,0.0,,-1.0488088481701516,1.2124355652982142,-0.16362671712806254,1203
1041,115.0,90790338.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1042,115.0,90790338.0,7.0,7.0,1.0,3.0,0.78,0.47,0.0,,2.0,0.78,0.0,,-0.2794636281964139,-0.9695359714832658,2.2185355711629455,0213
1044,116.0,78417862.0,0.0,0.0,1.0,2.0,0.51,0.82,0.39,,1.0,-0.12,0.0,0.1758626860601605,0.65612504764673,0.385450693996368,0.6244997998398398,0123
1045,116.0,78417862.0,1.0,1.0,3.0,4.0,0.59,0.11,0.12,,1.0,0.009999999999999995,0.0,0.5635220005239455,0.12263141446856751,0.739867887606246,0.34641016151377546,2301
1046,116.0,78417862.0,2.0,3.0,2.0,3.0,0.56,0.14,0.49,,2.0,0.07000000000000006,0.0,0.33538750476208956,-0.5291502622129182,0.683285303085296,0.37501522134054044,1203
1047,116.0,78417862.0,3.0,5.0,1.0,2.0,0.78,0.78,0.78,,1.0,0.0,0.0,,0.365823513046895,0.365823513046895,0.8831760866327847,0123
1048,116.0,78417862.0,4.0,4.0,2.0,4.0,0.53,0.53,0.53,,2.0,0.0,0.0,0.5562170278322182,0.0,0.23138900719314925,0.7981740069055507,1302
1049,116.0,78417862.0,5.0,2.0,1.0,4.0,0.51,0.51,0.39,,1.0,-0.12,0.0,0.5593348952062945,0.385450693996368,0.385450693996368,0.6244997998398398,0312
1050,116.0,78417862.0,6.0,6.0,1.0,3.0,0.77,0.33,0.51,,2.0,0.26,0.0,,-0.4285635241354897,0.4245278472217022,0.8164395173773835,0213
1051,116.0,78417862.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1053,117.0,98195567.0,0.0,0.0,1.0,2.0,0.5,0.8,0.5,,1.0,0.0,0.0,0.32104196668492835,0.5578042828808042,0.2928932188134524,0.7071067811865476,0123
1054,117.0,98195567.0,1.0,1.0,3.0,4.0,0.5,0.45,0.5,,1.0,0.04999999999999999,0.0,0.5965352871984764,0.2415765168639662,0.2928932188134524,0.7071067811865476,2301
1055,117.0,98195567.0,2.0,3.0,2.0,3.0,0.5,0.6,0.6,,2.0,0.0,0.0,0.6017116881691557,0.09544511501033215,0.2461956714895417,0.7538043285104583,1203
1056,117.0,98195567.0,3.0,2.0,1.0,4.0,0.6,0.5,0.7,,1.0,0.19999999999999996,0.0,0.4542580005354744,0.16333997346592444,0.2587850884762566,0.8366600265340756,0312
1057,117.0,98195567.0,4.0,4.0,2.0,4.0,0.55,0.75,0.8,,2.0,-0.050000000000000044,0.0,0.5823072610387875,0.1759360232214373,0.32444846709137787,0.7243603810787738,1302
1058,117.0,98195567.0,5.0,5.0,1.0,2.0,0.5,0.6,0.5,,1.0,0.0,0.0,0.5132318198008204,0.3883383338237846,0.2928932188134524,0.7071067811865476,0123
1059,117.0,98195567.0,6.0,6.0,1.0,3.0,0.85,0.5,0.85,,2.0,0.0,0.0,0.2272010823036008,-0.30384048104052974,0.5968719422671311,0.7069685387733986,0213
1060,117.0,98195567.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1062,118.0,66763888.0,0.0,0.0,1.0,2.0,0.63,0.94,0.71,,1.0,0.07999999999999996,0.0,,0.5285159427625731,0.27988223871454665,0.8426149773176358,0123
1063,118.0,66763888.0,1.0,1.0,3.0,4.0,0.6,0.43,0.43,,1.0,0.0,0.0,0.55035121815646,0.2716179971193703,0.4397012625801321,0.6557438524302001,2301
1064,118.0,66763888.0,2.0,2.0,1.0,4.0,0.36,0.81,0.57,,1.0,0.20999999999999996,0.0,0.3913099482627466,0.5178087626087106,0.0935446938967821,0.7549834435270749,0312
1065,118.0,66763888.0,3.0,5.0,1.0,2.0,0.43,0.3,0.41,,1.0,0.10999999999999999,0.0,0.6996930530991867,0.1342842454981985,0.28704942580628545,0.6403124237432849,0123
1066,118.0,66763888.0,4.0,3.0,2.0,3.0,0.56,0.56,0.56,,2.0,0.0,0.0,0.519889926572422,0.0,0.23784761525573583,0.8204529091701005,1203
1067,118.0,66763888.0,5.0,4.0,2.0,4.0,0.59,0.82,0.6,,2.0,0.21999999999999997,0.0,,0.19434679836654833,0.061015939013304044,1.0252621101067174,1302
1068,118.0,66763888.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1069,118.0,66763888.0,7.0,7.0,1.0,3.0,0.58,0.48,0.63,,2.0,-0.050000000000000044,0.0,0.6077315854678049,-0.09723706431362955,0.39497681137348084,0.6820561500534197,0213
1071,119.0,26871677.0,0.0,0.0,1.0,2.0,0.78,0.86,0.87,,1.0,0.08999999999999997,0.0,,0.37874979955151866,0.3162616943707982,0.9327379053088815,0123
1072,119.0,26871677.0,1.0,1.0,3.0,4.0,0.75,0.34,0.49,,1.0,0.14999999999999997,0.0,0.4680944297053424,0.12462112512353218,0.524744871391589,0.7,2301
1073,119.0,26871677.0,2.0,5.0,1.0,2.0,0.91,0.96,0.93,,1.0,0.020000000000000018,0.0,,0.4212755699558063,0.3847086802239087,0.9643650760992956,0123
1074,119.0,26871677.0,3.0,4.0,2.0,4.0,0.86,0.66,0.84,,2.0,0.020000000000000018,0.0,0.13861014107673353,-0.16257517555279444,0.4385382573311487,0.8729494475292514,1302
1075,119.0,26871677.0,4.0,2.0,1.0,4.0,0.35,0.36,0.8,,1.0,0.45000000000000007,0.0,0.44108528834047356,-0.045899053576058835,-0.05776716446584029,0.8944271909999159,0312
1076,119.0,26871677.0,5.0,3.0,2.0,3.0,0.73,0.66,0.72,,2.0,0.010000000000000009,0.0,0.32538339695417245,-0.0593920680518516,0.3207813163623012,0.887523280997156,1203
1077,119.0,26871677.0,6.0,6.0,1.0,3.0,0.79,0.76,0.87,,2.0,-0.07999999999999996,0.0,0.29759167172464057,-0.024097708403858276,0.38266664154655583,0.874313867451098,0213
1078,119.0,26871677.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1080,120.0,23519497.0,0.0,0.0,1.0,2.0,0.19,0.86,0.34,,1.0,0.15000000000000002,0.0,0.3582350817115349,0.72839251537587,0.03334621081236755,0.5830951894845301,0123
1081,120.0,23519497.0,1.0,1.0,3.0,4.0,0.13,0.23,0.21,,1.0,0.07999999999999999,0.0,0.859618327246877,0.21997542881694282,0.05164438186369452,0.458257569495584,2301
1082,120.0,23519497.0,2.0,4.0,2.0,4.0,0.63,0.61,0.56,,2.0,0.06999999999999995,0.0,0.3105076658170669,-0.017961114313456372,0.1916120379628461,0.9308851780693366,1302
1083,120.0,23519497.0,3.0,3.0,2.0,3.0,0.74,0.15,0.67,,2.0,0.06999999999999995,0.0,,-0.6688299485544777,0.8700221303706166,0.3465303756890272,1203
1084,120.0,23519497.0,4.0,5.0,1.0,2.0,0.12,0.75,0.24,,1.0,0.12,0.0,0.46904157598234303,0.7348469228349533,0.0,0.4898979485566356,0123
1085,120.0,23519497.0,5.0,2.0,1.0,4.0,0.38,0.46,0.41,,1.0,0.02999999999999997,0.0,0.659359584429434,0.31885388091925904,0.23146736496484976,0.6403124237432849,0312
1086,120.0,23519497.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1087,120.0,23519497.0,7.0,7.0,1.0,3.0,0.39,0.4,0.47,,2.0,-0.06999999999999995,0.0,0.7521441153837378,0.01125110436713117,0.2930070177038758,0.5901690689289087,0213
1089,121.0,88425676.0,0.0,0.0,1.0,2.0,0.51,0.78,0.51,,1.0,0.0,0.0,0.3412126657947761,0.5348567568253947,0.29580765098192285,0.714142842854285,0123
1090,121.0,88425676.0,1.0,1.0,3.0,4.0,0.81,0.27,0.51,,1.0,0.24,0.0,0.4212863989939958,0.020704079980668477,0.5586493632815005,0.714142842854285,2301
1091,121.0,88425676.0,2.0,5.0,1.0,2.0,0.78,0.51,0.79,,1.0,0.28,0.0,0.2561201320405866,0.12113105210464892,0.36018015794812075,0.8888194417315589,0123
1092,121.0,88425676.0,3.0,3.0,2.0,3.0,0.61,0.29,0.51,,2.0,0.09999999999999998,0.0,0.5104388711318797,-0.3429587911323353,0.4753543770989075,0.6291817246198186,1203
1093,121.0,88425676.0,4.0,2.0,1.0,4.0,0.51,0.74,0.51,,1.0,0.0,0.0,0.38740465141558994,0.5024096632053588,0.29580765098192285,0.714142842854285,0312
1094,121.0,88425676.0,5.0,4.0,2.0,4.0,0.6,0.61,0.6,,2.0,0.010000000000000009,0.0,0.454918045640618,0.009090986708393922,0.23710468478114777,0.8583404302291842,1302
1095,121.0,88425676.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1096,121.0,88425676.0,7.0,7.0,1.0,3.0,0.51,0.29,0.51,,2.0,0.0,0.0,0.6531125247494962,-0.24837318324981705,0.4753543770989075,0.5345961167373003,0213
1098,122.0,79758094.0,0.0,0.0,1.0,2.0,0.51,0.95,0.67,,1.0,0.16000000000000003,0.0,,0.559869598021777,0.19141521664896277,0.8185352771872451,0123
1099,122.0,79758094.0,1.0,1.0,3.0,4.0,0.65,0.51,0.51,,1.0,0.0,0.0,0.47010006646068386,0.29580765098192285,0.4260325822448531,0.714142842854285,2301
1100,122.0,79758094.0,2.0,2.0,1.0,4.0,0.39,0.63,0.52,,1.0,0.13,0.0,0.5409465535846378,0.40138696093938453,0.16206583153998677,0.7211102550927979,0312
1101,122.0,79758094.0,3.0,3.0,2.0,3.0,0.51,0.51,0.82,,2.0,-0.30999999999999994,0.0,0.6958970637671505,0.0,0.5584882202996044,0.4514622735366034,1203
1102,122.0,79758094.0,4.0,5.0,1.0,2.0,0.6,0.86,0.74,,1.0,0.14,0.0,0.032307932302022904,0.45125517815613747,0.2352125883060695,0.8602325267042626,0123
1103,122.0,79758094.0,5.0,4.0,2.0,4.0,0.51,0.73,0.79,,2.0,-0.06000000000000005,0.0,0.6246944677873167,0.19835410352324945,0.3311758344746081,0.6787746593616,1302
1104,122.0,79758094.0,6.0,6.0,1.0,3.0,0.66,0.51,0.62,,2.0,0.040000000000000036,0.0,0.47262130896486415,-0.13896203547139785,0.3538676758623778,0.7950448534452277,0213
1105,122.0,79758094.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1107,123.0,49224221.0,0.0,0.0,1.0,2.0,0.5,0.9,0.5,,1.0,0.0,0.0,0.10761114474868543,0.6345340053133263,0.2928932188134524,0.7071067811865476,0123
1108,123.0,49224221.0,1.0,1.0,3.0,4.0,0.61,0.0,0.0,,1.0,0.0,0.0,,0.0,1.104536101718726,0.0,2301
1109,123.0,49224221.0,2.0,3.0,2.0,3.0,0.6,0.0,0.0,,2.0,0.6,0.0,,-1.0954451150103321,0.0,1.0954451150103321,1203
1110,123.0,49224221.0,3.0,5.0,1.0,2.0,0.6,0.3,0.6,,1.0,0.3,0.0,0.5450286917655932,0.0,0.32084844576884874,0.7745966692414834,0123
1111,123.0,49224221.0,4.0,2.0,1.0,4.0,0.02,0.5,0.81,,1.0,0.79,0.0,,0.09999999999999998,-0.7,0.9,0312
1112,123.0,49224221.0,5.0,4.0,2.0,4.0,0.7,0.61,0.71,,2.0,-0.010000000000000009,0.0,0.42633690132037255,-0.07867985490119711,0.35491585021391625,0.8283001064060069,1302
1113,123.0,49224221.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1114,123.0,49224221.0,7.0,7.0,1.0,3.0,0.8,0.0,0.0,,2.0,0.8,0.0,,-1.2649110640673518,0.0,1.2649110640673518,0213
1116,124.0,16243875.0,0.0,0.0,1.0,2.0,0.0,0.9,0.05,,1.0,0.05,0.0,,1.118033988749895,-0.22360679774997896,0.22360679774997896,0123
1117,124.0,16243875.0,1.0,1.0,3.0,4.0,0.1,0.0,0.05,,1.0,0.05,0.0,0.9219544457292886,-0.22360679774997896,0.22360679774997896,0.22360679774997896,2301
1118,124.0,16243875.0,2.0,3.0,2.0,3.0,0.6,0.0,0.6,,2.0,0.0,0.0,,-1.0954451150103321,1.3416407864998738,-0.2461956714895417,1203
1119,124.0,16243875.0,3.0,2.0,1.0,4.0,0.0,0.05,0.05,,1.0,0.05,0.0,0.9441511299772455,0.09262096826685898,-0.22360679774997896,0.22360679774997896,0312
1120,124.0,16243875.0,4.0,5.0,1.0,2.0,0.05,0.5,0.5,,1.0,0.45,0.0,0.5112994796330745,0.2928932188134524,-0.39087901516970963,0.7071067811865476,0123
1121,124.0,16243875.0,5.0,4.0,2.0,4.0,0.6,0.05,0.6,,2.0,0.0,0.0,,-0.7792173489934942,1.0254130204830358,0.0700320945272963,1302
1122,124.0,16243875.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1123,124.0,16243875.0,7.0,7.0,1.0,3.0,0.05,0.0,0.05,,2.0,0.0,0.0,0.8631042661685306,-0.31622776601683794,0.3872983346207417,-0.07107056860390376,0213
1125,125.0,37288033.0,0.0,0.0,1.0,2.0,0.45,0.67,0.88,,1.0,0.43,0.0,0.26778190861720924,0.2195005383143367,0.010600146085827822,0.938083151964686,0123
1126,125.0,37288033.0,1.0,1.0,3.0,4.0,0.41,0.59,0.36,,1.0,-0.04999999999999999,0.0,0.5569379458436244,0.4862780491200215,0.30553851381374164,0.6,2301
1127,125.0,37288033.0,2.0,2.0,1.0,4.0,0.3,0.25,0.33,,1.0,0.08000000000000002,0.0,0.7825264589233233,0.13265051653274473,0.20014040458768056,0.5744562646538028,0312
1128,125.0,37288033.0,3.0,3.0,2.0,3.0,0.74,0.62,0.28,,2.0,0.45999999999999996,0.0,,-0.10299963349363939,-0.19703773357483634,1.4135902396344802,1203
1129,125.0,37288033.0,4.0,4.0,2.0,4.0,0.67,0.61,0.85,,2.0,-0.17999999999999994,0.0,0.5587814169138259,-0.053047588560296566,0.49233584054840507,0.6652478497306173,1302
1130,125.0,37288033.0,5.0,5.0,1.0,2.0,0.36,0.63,0.7,,1.0,0.33999999999999997,0.0,0.46707199556784723,0.2858371894981069,0.011868110889781458,0.8366600265340756,0123
1131,125.0,37288033.0,6.0,6.0,1.0,3.0,0.27,0.75,0.69,,2.0,0.06000000000000005,0.0,0.6655263308744215,0.4898979485566355,0.2140045856022268,0.5208423372327267,0213
1132,125.0,37288033.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1134,126.0,14648527.0,0.0,0.0,1.0,2.0,0.15,0.8,0.65,,1.0,0.5,0.0,0.26978489963283425,0.45868528923749674,-0.25850321732468895,0.806225774829855,0123
1135,126.0,14648527.0,1.0,1.0,3.0,4.0,0.55,0.51,0.52,,1.0,0.010000000000000009,0.0,0.5377591919974709,0.2888402387434099,0.3276985930773537,0.7211102550927979,2301
1136,126.0,14648527.0,2.0,5.0,1.0,2.0,0.48,0.59,0.63,,1.0,0.15000000000000002,0.0,0.49979066738173117,0.29255265580064427,0.186070503793894,0.7937253933193772,0123
1137,126.0,14648527.0,3.0,2.0,1.0,4.0,0.6,0.45,0.55,,1.0,0.10000000000000003,0.0,0.5309730773534764,0.20706344934094745,0.35382526630076583,0.7416198487095663,0312
1138,126.0,14648527.0,4.0,3.0,2.0,3.0,0.44,0.52,0.56,,2.0,-0.040000000000000036,0.0,0.6921395740498907,0.08172075075387109,0.27634423696301513,0.6617389150016708,1203
1139,126.0,14648527.0,5.0,4.0,2.0,4.0,0.7,0.55,0.75,,2.0,-0.050000000000000044,0.0,0.4924438636846633,-0.13440710844977155,0.45119115182984837,0.7320248047900746,1302
1140,126.0,14648527.0,6.0,6.0,1.0,3.0,0.4,0.57,0.45,,2.0,0.11999999999999994,0.0,0.5663201566562264,0.17328063420321527,0.09418717865909398,0.8002400123408218,0213
1141,126.0,14648527.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1143,127.0,69269118.0,0.0,0.0,1.0,2.0,0.51,0.43,0.45,,1.0,0.020000000000000018,0.0,0.6075995853158633,0.25654145629963343,0.3391301005862709,0.6708203932499369,0123
1144,127.0,69269118.0,1.0,1.0,3.0,4.0,0.57,0.57,0.54,,1.0,-0.029999999999999916,0.0,0.488269637955592,0.33286090236817767,0.33286090236817767,0.7348469228349535,2301
1145,127.0,69269118.0,2.0,2.0,1.0,4.0,0.51,0.51,0.51,,1.0,0.0,0.0,0.5612447480744153,0.29580765098192285,0.29580765098192285,0.714142842854285,0312
1146,127.0,69269118.0,3.0,4.0,2.0,4.0,0.4,0.44,0.41,,2.0,0.030000000000000027,0.0,0.6674381319543736,0.04365596096477009,0.1709704986762557,0.7234566923236601,1302
1147,127.0,69269118.0,4.0,3.0,2.0,3.0,0.36,0.42,0.4,,2.0,0.019999999999999962,0.0,0.7176350977642627,0.06798700156731097,0.17892997601916438,0.6695981614046926,1203
1148,127.0,69269118.0,5.0,5.0,1.0,2.0,0.72,0.64,0.74,,1.0,0.09999999999999998,0.0,0.26653719024867945,0.2711383231942134,0.3397674732957373,0.8602325267042626,0123
1149,127.0,69269118.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1150,127.0,69269118.0,7.0,7.0,1.0,3.0,0.39,0.23,0.3,,2.0,0.09000000000000002,0.0,0.7137381004230746,-0.20494308832025787,0.27045029973798695,0.6127257868947977,0213
1152,128.0,20900690.0,0.0,0.0,1.0,2.0,0.27,0.6,0.42,,1.0,0.14999999999999997,0.0,0.6101881840278133,0.4473710451695462,0.08677285299416748,0.648074069840786,0123
1153,128.0,20900690.0,1.0,1.0,3.0,4.0,0.37,0.44,0.35,,1.0,-0.020000000000000018,0.0,0.6766060937065868,0.34647517365472436,0.26862454839430105,0.5916079783099616,2301
1154,128.0,20900690.0,2.0,2.0,1.0,4.0,0.25,0.2,0.3,,1.0,0.09999999999999998,0.0,0.8169559304326239,0.08473297452850981,0.1593842236813815,0.5477225575051661,0312
1155,128.0,20900690.0,3.0,4.0,2.0,4.0,0.24,0.14,0.43,,2.0,-0.19,0.0,0.7731635778043061,-0.16367006081463276,0.6066314069471365,0.08618891608041457,1302
1156,128.0,20900690.0,4.0,3.0,2.0,3.0,0.31,0.22,0.42,,2.0,-0.10999999999999999,0.0,0.8161078718873834,-0.1240758293301012,0.4591722579611025,0.32822852944007863,1203
1157,128.0,20900690.0,5.0,5.0,1.0,2.0,0.41,0.7,0.56,,1.0,0.15000000000000008,0.0,0.475564335691908,0.43488447926513485,0.1572070364589533,0.7483314773547883,0123
1158,128.0,20900690.0,6.0,6.0,1.0,3.0,0.86,0.28,0.3,,2.0,0.56,0.0,,-0.5631562275056118,0.20035182069572544,1.1111358841646746,0213
1159,128.0,20900690.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1161,129.0,83377804.0,0.0,0.0,1.0,2.0,0.44,0.9,0.6,,1.0,0.15999999999999998,0.0,0.2274492010305788,0.5670441172583904,0.16348648272320254,0.7745966692414834,0123
1162,129.0,83377804.0,1.0,1.0,3.0,4.0,0.85,0.35,0.6,,1.0,0.25,0.0,0.34065984112305864,0.06206335729259216,0.5292438117990463,0.7745966692414834,2301
1163,129.0,83377804.0,2.0,2.0,1.0,4.0,0.3,0.8,0.45,,1.0,0.15000000000000002,0.0,0.4316094987242987,0.5940906708174148,0.10377627599154648,0.6708203932499369,0312
1164,129.0,83377804.0,3.0,4.0,2.0,4.0,0.75,0.8,0.8,,2.0,0.0,0.0,0.1819350683849207,0.040166192675762824,0.28428227441561504,0.9404625969759737,1302
1165,129.0,83377804.0,4.0,3.0,2.0,3.0,0.85,0.35,0.45,,2.0,0.39999999999999997,0.0,,-0.4671804545064542,0.32523497732814954,0.9786055037123802,1203
1166,129.0,83377804.0,5.0,5.0,1.0,2.0,0.9,0.8,0.95,,1.0,0.1499999999999999,0.0,,0.29023162958645543,0.3669613520189775,0.9746794344808963,0123
1167,129.0,83377804.0,6.0,6.0,1.0,3.0,0.55,0.45,0.55,,2.0,0.0,0.0,0.6073399047017016,-0.10012555011963786,0.3358399598159991,0.7129688883541525,0213
1168,129.0,83377804.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1170,130.0,36076267.0,0.0,0.0,1.0,2.0,0.75,0.75,0.75,,1.0,0.0,0.0,,0.35871946760715034,0.35871946760715034,0.8660254037844386,0123
1171,130.0,36076267.0,1.0,1.0,3.0,4.0,0.7,0.45,0.55,,1.0,0.10000000000000003,0.0,0.4605622709530746,0.20706344934094745,0.44159610791035686,0.7416198487095663,2301
1172,130.0,36076267.0,2.0,5.0,1.0,2.0,0.7,0.55,0.65,,1.0,0.09999999999999998,0.0,0.3860464419764382,0.2425830733402966,0.37699018179006816,0.806225774829855,0123
1173,130.0,36076267.0,3.0,4.0,2.0,4.0,0.7,0.72,0.85,,2.0,-0.13,0.0,0.4731533032965813,0.016784043380076774,0.3968719422671312,0.786344014352792,1302
1174,130.0,36076267.0,4.0,2.0,1.0,4.0,0.8,0.8,0.85,,1.0,0.04999999999999993,0.0,,0.342956618338063,0.342956618338063,0.9219544457292888,0312
1175,130.0,36076267.0,5.0,3.0,2.0,3.0,0.75,0.45,0.6,,2.0,0.15000000000000002,0.0,0.2783957068170043,-0.2760615733410752,0.39295748844936007,0.8317873829422286,1203
1176,130.0,36076267.0,6.0,6.0,1.0,3.0,0.3,0.2,0.2,,2.0,0.09999999999999998,0.0,0.748058683678321,-0.14214113720780752,0.14214113720780752,0.632455532033676,0213
1177,130.0,36076267.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1179,131.0,73472181.0,0.0,0.0,1.0,2.0,0.25,0.79,0.46,,1.0,0.21000000000000002,0.0,0.45190444071541597,0.5787475106851268,0.02887378287402076,0.6782329983125268,0123
1180,131.0,73472181.0,1.0,1.0,3.0,4.0,0.37,0.23,0.29,,1.0,0.05999999999999997,0.0,0.7661449474231522,0.13971651759907644,0.32171604599081227,0.5385164807134504,2301
1181,131.0,73472181.0,2.0,5.0,1.0,2.0,0.59,0.67,0.35,,1.0,-0.24,0.0,0.29150131132789914,0.565975711969061,0.49467007081005987,0.5916079783099616,0123
1182,131.0,73472181.0,3.0,3.0,2.0,3.0,0.71,0.33,0.12,,2.0,0.59,0.0,,-0.3792336883177023,-0.21240384046359606,1.404041369244894,1203
1183,131.0,73472181.0,4.0,4.0,2.0,4.0,0.76,0.75,0.67,,2.0,0.08999999999999997,0.0,,-0.008137929202206351,0.19299981648419373,1.0398829841096016,1302
