,user,userID,pos,qn,q1,q2,p1,p2,p12,p123,fal,irr,ent,a00,a01,a10,a11,qorder,check_pA,check_pA_B,check_pB
1013,112.0,15388596.0,5.0,4.0,2.0,4.0,0.28,0.22,0.24,,2.0,0.040000000000000036,0.0,0.8645253984487906,-0.03282699394140629,0.017434357424257068,0.5012129218445921,1302.0,0.2799939358994819,0.23999921318693324,0.2199929124283863
1014,112.0,15388596.0,6.0,6.0,1.0,3.0,0.74,0.2,0.21,,2.0,0.53,0.0,0.7484117056759735,-0.6134931534351235,-0.02329927050550443,0.2509247891437016,213.0,0.7400178001814796,0.2100012833326299,0.20001072098287875
1015,112.0,15388596.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,,,,
1017,113.0,96931673.0,0.0,0.0,1.0,2.0,0.4,0.98,0.65,,1.0,0.25,0.0,-0.04713649581849046,0.7058753499071726,-0.15230234664131062,0.6901609866813476,123.0,0.4000005514783231,0.6500028755301787,0.9799990014636464
1018,113.0,96931673.0,1.0,1.0,3.0,4.0,0.6,0.31,0.4,,1.0,0.09000000000000002,0.0,0.7319759521946995,-0.07083101596961923,0.14853660095810084,0.6611594215855117,2301.0,0.5999775638386075,0.40004154033599915,0.3101003139646797
1019,113.0,96931673.0,2.0,3.0,2.0,3.0,0.25,0.43,0.77,,2.0,-0.34,0.0,0.6793650263819211,0.5393483412235857,0.34942804991594045,0.35421271539216576,1203.0,0.25000867354832784,0.7699858839296374,0.4299993230168487
1020,113.0,96931673.0,3.0,4.0,2.0,4.0,0.56,0.59,0.66,,2.0,-0.07000000000000006,0.0,0.6431862536213678,0.08011055688686013,0.056613002671489374,0.7594004806466669,1302.0,0.5600148755510705,0.6599988271221284,0.5900210056513343
1021,113.0,96931673.0,4.0,2.0,1.0,4.0,0.44,0.45,0.42,,1.0,-0.020000000000000014,0.0,0.7456765414987735,0.02202661050977541,0.014706455592629224,0.665781659701438,312.0,0.43999420865871663,0.41998542126070143,0.4500114938887618
1022,113.0,96931673.0,5.0,5.0,1.0,2.0,0.58,0.35,0.59,,1.0,0.24,0.0,0.7211921312483626,-0.15136438081329412,-0.006314294504539872,0.6759666315425116,123.0,0.5800184446443938,0.5899853950646222,0.3500219729979484
1023,113.0,96931673.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,,,,
1024,113.0,96931673.0,7.0,7.0,1.0,3.0,0.39,0.37,0.36,,2.0,0.030000000000000027,0.0,0.7856937749124007,-0.021648706510514003,-0.007272806655718793,0.6181939493807341,213.0,0.38999867715283665,0.3600016460987477,0.36999814667751446
1026,114.0,51703155.0,0.0,0.0,1.0,2.0,0.0,1.0,0.2,,1.0,0.2,0.0,0.25474960918095474,0.8287039316578898,-0.3223258248172144,0.38007783103120096,123.0,0.002833226944642869,0.19959137288953704,0.9968844354667362
1027,114.0,51703155.0,1.0,1.0,3.0,4.0,0.0,0.1,0.1,,1.0,0.1,0.0,0.2374887937590358,0.7073872760746805,0.4698985217648233,-0.47159121070027504,2301.0,3.2092475389453967e-06,0.0999998779243319,0.10000022407518493
1028,114.0,51703155.0,2.0,5.0,1.0,2.0,0.3,0.4,0.4,,1.0,0.10000000000000003,0.0,0.8003758378497711,7.830213480450635e-05,-0.07128358451376376,0.5952457783698379,123.0,0.29995347496577823,0.39990366039627717,0.40001834221121946
1029,114.0,51703155.0,3.0,2.0,1.0,4.0,0.1,0.6,0.1,,1.0,0.0,0.0,0.7545581621745948,0.5045010947128782,1.9768416476808638e-05,0.4196681007546602,312.0,0.10000062198302136,0.09998931766199953,0.6000019450544334
1030,114.0,51703155.0,4.0,4.0,2.0,4.0,0.8,0.0,0.4,,2.0,0.4,0.0,0.7105207198676956,-0.2803011834023322,0.5825594850227491,0.27787929362307934,1302.0,0.7999998905544786,0.39999988151217075,3.5079734568446316e-06
1031,114.0,51703155.0,5.0,3.0,2.0,3.0,0.4,0.3,0.5,,2.0,-0.09999999999999998,0.0,0.8084091528997914,0.0817462559001754,0.16875296509978843,0.5579558499896135,1203.0,0.39993393355927737,0.5000283994716874,0.29999956566562114
1032,114.0,51703155.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,,,,
1033,114.0,51703155.0,7.0,7.0,1.0,3.0,0.6,0.4,0.6,,2.0,0.0,0.0,0.6983428310629051,-1.604772275650069e-05,0.15696311278846525,0.6983408187626042,213.0,0.6000178381244956,0.5999978017317883,0.399979649434549
1035,115.0,90790338.0,0.0,0.0,1.0,2.0,0.6,1.0,0.64,,1.0,0.040000000000000036,0.0,0.05309959453713584,0.5837679224838581,-0.029651691427558042,0.809639622895289,123.0,0.5999924345281766,0.6400105417623545,0.9997169072528701
1036,115.0,90790338.0,1.0,1.0,3.0,4.0,0.58,0.52,0.56,,1.0,0.040000000000000036,0.0,0.6707526918820568,-0.028103194316726435,0.014189338215103408,0.7410126176877411,2301.0,0.5799995312508063,0.5599989845826996,0.5199994086859785
1037,115.0,90790338.0,2.0,4.0,2.0,4.0,0.57,0.63,0.91,,2.0,-0.28,0.0,0.46743538052861566,0.4407033283308432,0.3802151661826764,0.6653730144188321,1302.0,0.570005957018632,0.9099935781704848,0.6299987594894515
1038,115.0,90790338.0,3.0,5.0,1.0,2.0,0.54,0.89,0.71,,1.0,0.16999999999999993,0.0,-0.37499334179351196,0.7731190693574179,-0.07469882270091333,0.5060510521847486,123.0,0.5399929530280224,0.7099886328995564,0.8900064584656715
1039,115.0,90790338.0,4.0,2.0,1.0,4.0,0.54,0.6,0.77,,1.0,0.23,0.0,0.6542767125401308,-0.109136793336482,-0.14375868254529098,0.7344008804552672,312.0,0.5399983092620039,0.7699956591433451,0.6000074834365535
1040,115.0,90790338.0,5.0,3.0,2.0,3.0,0.55,0.0,0.49,,2.0,0.06000000000000005,0.0,0.7440980600247902,-0.04451948656538198,0.6561586514687251,0.11743992593712543,1203.0,0.5501186197710398,0.4898061083076952,0.002704624842019369
1041,115.0,90790338.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,,,,
1042,115.0,90790338.0,7.0,7.0,1.0,3.0,0.78,0.47,0.0,,2.0,0.78,0.0,0.04551023942678599,-0.09803946905581656,0.7506758930671806,-0.6517690014814764,213.0,0.7799917501820829,0.00036314946862961477,0.47002837952220927
1044,116.0,78417862.0,0.0,0.0,1.0,2.0,0.51,0.82,0.39,,1.0,-0.12,0.0,0.4539917171395575,0.41584004958544674,0.10662811144668694,0.7807683251667117,123.0,0.5099946694941524,0.3900004349068442,0.8200087751369652
1045,116.0,78417862.0,1.0,1.0,3.0,4.0,0.59,0.11,0.12,,1.0,0.009999999999999995,0.0,0.7690849650495326,-0.015869210009911948,0.45675178938629246,0.4468045326553933,2301.0,0.5900019560382876,0.11999735553797371,0.10999013386927943
1046,116.0,78417862.0,2.0,3.0,2.0,3.0,0.56,0.14,0.49,,2.0,0.07000000000000006,0.0,0.7950920257378702,-0.055278682298981426,0.3268204725523178,0.5078997145488814,1203.0,0.5600579619379157,0.4900611993808232,0.1399783509535405
1047,116.0,78417862.0,3.0,5.0,1.0,2.0,0.78,0.78,0.78,,1.0,0.0,0.0,0.4690726857886428,-2.3330177418532077e-05,-2.3330206331509233e-05,0.8831596788753902,123.0,0.7799788645062098,0.7800050025084903,0.7799788645386034
1048,116.0,78417862.0,4.0,4.0,2.0,4.0,0.53,0.53,0.53,,2.0,0.0,0.0,0.6854593038518492,8.062874527925786e-05,8.062301179895541e-05,0.728111252304799,1302.0,0.5301423193453847,0.5302560722923121,0.5301423274343982
1049,116.0,78417862.0,5.0,2.0,1.0,4.0,0.51,0.51,0.39,,1.0,-0.12,0.0,0.6924350306068456,0.09673922571856541,0.09673923582286272,0.7083902906528778,312.0,0.5100066703135022,0.39001522648450604,0.5100066576418121
1050,116.0,78417862.0,6.0,6.0,1.0,3.0,0.77,0.33,0.51,,2.0,0.26,0.0,0.6497710736277365,-0.18580284721923446,0.12169037296830415,0.7269574717973548,213.0,0.7698840274309768,0.5099592160473375,0.3297837475380483
1051,116.0,78417862.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,,,,
1053,117.0,98195567.0,0.0,0.0,1.0,2.0,0.5,0.8,0.5,,1.0,0.0,0.0,0.5345439795353821,0.2672337402792645,-6.989841174015144e-06,0.8017785875724482,123.0,0.4999961821670807,0.5000049001292878,0.7999815450159061
1054,117.0,98195567.0,1.0,1.0,3.0,4.0,0.5,0.45,0.5,,1.0,0.04999999999999999,0.0,0.7237491761501211,-0.03455334133397439,-1.0732142956560386e-05,0.6891975883573751,2301.0,0.4999934861328525,0.5000090582131256,0.4499986335874196
1055,117.0,98195567.0,2.0,3.0,2.0,3.0,0.5,0.6,0.6,,2.0,0.0,0.0,0.6666666728614005,0.07491915096071491,2.4636133767557116e-06,0.741581306595488,1203.0,0.4999986153887871,0.6000037228053183,0.6000005007187456
1056,117.0,98195567.0,3.0,2.0,1.0,4.0,0.6,0.5,0.7,,1.0,0.2,0.0,0.6687908671663989,-0.12601455383284282,-0.06497904259557706,0.7298061340571369,312.0,0.6000466315117069,0.6999762594513009,0.49998323593123234
1057,117.0,98195567.0,4.0,4.0,2.0,4.0,0.55,0.75,0.8,,2.0,-0.05000000000000005,0.0,0.544571799078158,0.23135144813309608,0.053404152797062295,0.8044041756321948,1302.0,0.5499959045166979,0.8000047532807885,0.7500111850996745
1058,117.0,98195567.0,5.0,5.0,1.0,2.0,0.5,0.6,0.5,,1.0,0.0,0.0,0.6666640262096131,0.07490754499513197,9.351485056766318e-06,0.7415847922857349,123.0,0.5000152191800373,0.5000026090111807,0.5999926733106399
1059,117.0,98195567.0,6.0,6.0,1.0,3.0,0.85,0.5,0.85,,2.0,0.0,0.0,0.4803969763576972,4.688816264463081e-05,0.33160048125810193,0.8119482274341062,213.0,0.8499695725526655,0.85000491794549,0.4999985578634491
1060,117.0,98195567.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,,,,
1062,118.0,66763888.0,0.0,0.0,1.0,2.0,0.63,0.94,0.71,,1.0,0.07999999999999996,0.0,0.06578626950638873,0.5327434797799818,-0.060270700894544865,0.8415605997033396,123.0,0.6301685775286214,0.7096811856964022,0.999983893250053
1063,118.0,66763888.0,1.0,1.0,3.0,4.0,0.6,0.43,0.43,,1.0,0.0,0.0,0.6891375427836539,-9.972810809602369e-05,0.13135666761879627,0.7126256576003782,2301.0,0.6000493649265405,0.43004732143988456,0.42991913136763127
1064,118.0,66763888.0,2.0,2.0,1.0,4.0,0.36,0.81,0.57,,1.0,0.21,0.0,0.6095689593198147,0.1950868453861995,-0.15009495546851928,0.7535511186302256,312.0,0.359972748040669,0.5699542782907359,0.8099814637940305
1065,118.0,66763888.0,3.0,5.0,1.0,2.0,0.43,0.3,0.41,,1.0,0.11,0.0,0.7916404723452947,-0.0785841441416086,0.013650486216140742,0.6057589311095457,123.0,0.4300645254600229,0.40997178376682963,0.29999052341573074
1066,118.0,66763888.0,4.0,3.0,2.0,3.0,0.56,0.56,0.56,,2.0,0.0,0.0,0.6633209786162106,-8.058061192950768e-06,-8.074788747786883e-06,0.7483350144740076,1203.0,0.56000595482324,0.5599946616764981,0.5600059782663904
1067,118.0,66763888.0,5.0,4.0,2.0,4.0,0.59,0.82,0.6,,2.0,0.22,0.0,0.5467601354524116,0.006172640178807159,-0.15873318089966082,0.8220822858836411,1302.0,0.5900398091089287,0.5999140256736172,0.8200213822121957
1068,118.0,66763888.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,,,,
1069,118.0,66763888.0,7.0,7.0,1.0,3.0,0.58,0.48,0.63,,2.0,-0.05000000000000005,0.0,0.6775459893586043,0.040447853379858935,0.11895126224154333,0.7246701355042325,213.0,0.5799299017626889,0.629976484400901,0.4799140038377069
1071,119.0,26871677.0,0.0,0.0,1.0,2.0,0.78,0.86,0.87,,1.0,0.08999999999999997,0.0,-0.4526205733371216,0.7105770477241146,-0.05064067800096258,0.5363308894771565,123.0,0.7799817900508171,0.8700064927004026,0.8599199655642781
1072,119.0,26871677.0,1.0,1.0,3.0,4.0,0.75,0.34,0.49,,1.0,0.14999999999999994,0.0,0.6487303207613521,-0.11293347095688483,0.20342532363218646,0.7245779215707302,2301.0,0.7499902527844494,0.4899967308470785,0.34001304583326264
1073,119.0,26871677.0,2.0,5.0,1.0,2.0,0.91,0.96,0.93,,1.0,0.020000000000000014,0.0,-0.23639253978678623,-0.08526404162384378,0.056557612209653524,0.966255720781636,123.0,0.9100016962108578,0.9299974771363582,0.9599986102684662
1074,119.0,26871677.0,3.0,4.0,2.0,4.0,0.86,0.66,0.84,,2.0,0.020000000000000014,0.0,0.44612720665175365,-0.023960891325975873,0.16742265551536625,0.8788436959501824,1302.0,0.8599852909189571,0.8400261913245083,0.660025017661634
1075,119.0,26871677.0,4.0,2.0,1.0,4.0,0.35,0.36,0.8,,1.0,0.4500000000000001,0.0,0.736417757383908,-0.21517038621665838,-0.21999581355269646,0.6024885406148338,312.0,0.350002053552562,0.7999922589600724,0.360002018395664
1076,119.0,26871677.0,5.0,3.0,2.0,3.0,0.73,0.66,0.72,,2.0,0.010000000000000007,0.0,0.5461822552345537,-0.008420953492742654,0.047991210998609944,0.8362481161914969,1203.0,0.7300006645779641,0.7199900038433613,0.6599937058942892
1077,119.0,26871677.0,6.0,6.0,1.0,3.0,0.79,0.76,0.87,,2.0,-0.07999999999999996,0.0,0.42860807912975835,0.09446216678927391,0.12445277632501268,0.8898784197678622,213.0,0.7899357159341007,0.8700012054278573,0.7600598823698981
1078,119.0,26871677.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,,,,
1080,120.0,23519497.0,0.0,0.0,1.0,2.0,0.19,0.86,0.34,,1.0,0.15000000000000002,0.0,0.5895601573911035,0.4581803039019959,-0.14233502041662263,0.6497929285296343,123.0,0.19000851782721917,0.3399632016102103,0.8598989768450276
1081,120.0,23519497.0,1.0,1.0,3.0,4.0,0.13,0.23,0.21,,1.0,0.07999999999999999,0.0,0.898482783017366,0.01674044984381445,-0.0779241872694033,0.43171321068425605,2301.0,0.13000274409085738,0.21001424176068778,0.22999137019048757
1082,120.0,23519497.0,2.0,4.0,2.0,4.0,0.63,0.61,0.56,,2.0,0.06999999999999995,0.0,0.6208196355246379,-0.04763269328611588,-0.033838809897933225,0.7817730785410716,1302.0,0.6299975645038193,0.5599455143428154,0.6100247449360899
1083,120.0,23519497.0,3.0,3.0,2.0,3.0,0.74,0.15,0.67,,2.0,0.06999999999999995,0.0,0.6781928723137737,-0.06617897925531838,0.4798723667801262,0.5526280069178948,1203.0,0.7399997790663803,0.669987722843717,0.14998129823809211
1084,120.0,23519497.0,4.0,5.0,1.0,2.0,0.12,0.75,0.24,,1.0,0.12,0.0,0.7032227925177774,0.42261785292931214,-0.13890914127255444,0.5545957646165196,123.0,0.11997074627608986,0.23999219784295514,0.7499208344228953
1085,120.0,23519497.0,5.0,2.0,1.0,4.0,0.38,0.46,0.41,,1.0,0.029999999999999968,0.0,0.7616583218806826,0.036056847085376105,-0.0220325550901991,0.6465996360868759,312.0,0.38003828544912427,0.40998382051919613,0.46000932369032277
1086,120.0,23519497.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,,,,
1087,120.0,23519497.0,7.0,7.0,1.0,3.0,0.39,0.4,0.47,,2.0,-0.06999999999999995,0.0,0.7805725810984493,0.06163080791362526,0.053753516705722294,0.6196924023480155,213.0,0.3900201091926669,0.470009620953657,0.4000696156335436
1089,121.0,88425676.0,0.0,0.0,1.0,2.0,0.51,0.78,0.51,,1.0,0.0,0.0,0.5504039628589589,0.234881316260739,-7.267760416816146e-05,0.8011785372335819,123.0,0.5099716941506045,0.5100632929018551,0.7799404745559749
1090,121.0,88425676.0,1.0,1.0,3.0,4.0,0.81,0.27,0.51,,1.0,0.24,0.0,0.6377107153694204,-0.17849798116157173,0.2373995919719481,0.7107074580701942,2301.0,0.8099842260423599,0.5100145811063593,0.2699994122701584
1091,121.0,88425676.0,2.0,5.0,1.0,2.0,0.78,0.51,0.79,,1.0,0.28,0.0,-0.5166659071825243,-0.0817392340144544,0.7778693150888488,0.348274405068028,123.0,0.7798122922776581,0.7901832217383821,0.5101020073098456
1092,121.0,88425676.0,3.0,3.0,2.0,3.0,0.61,0.29,0.51,,2.0,0.09999999999999998,0.0,0.7338263420868054,-0.07512084998740375,0.17050973618297277,0.6532857973149824,1203.0,0.6099951076895076,0.5100147330797103,0.29014422046368105
1093,121.0,88425676.0,4.0,2.0,1.0,4.0,0.51,0.74,0.51,,1.0,0.0,0.0,0.5821839423160459,0.19217893617025184,2.2612726099001867e-06,0.790018460492921,312.0,0.5100079512750519,0.5100050611995972,0.7400068076292166
1094,121.0,88425676.0,5.0,4.0,2.0,4.0,0.6,0.61,0.6,,2.0,0.010000000000000007,0.0,0.6288845383123639,3.53404487652452e-05,-0.007224512252924389,0.7774652901558845,1302.0,0.599984035410599,0.6000330311372548,0.6100166455861755
1095,121.0,88425676.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,,,,
1096,121.0,88425676.0,7.0,7.0,1.0,3.0,0.51,0.29,0.51,,2.0,0.0,0.0,0.7727837805547095,1.2058403041319515e-05,0.17969634645238405,0.6086990118454856,213.0,0.5099910645452429,0.5100065076073079,0.28998620605544123
1098,122.0,79758094.0,0.0,0.0,1.0,2.0,0.51,0.95,0.67,,1.0,0.16000000000000006,0.0,-0.22641147187412888,0.7474253959843434,-0.0869507864899201,0.6184922663860934,123.0,0.5100009013256637,0.6700009538525155,0.9500002257212807
1099,122.0,79758094.0,1.0,1.0,3.0,4.0,0.65,0.51,0.51,,1.0,0.0,0.0,0.6385376921399254,7.213000226706342e-05,0.1082607325600077,0.7619378492835264,2301.0,0.6499582186957057,0.5099852255006011,0.5100808085037881
1100,122.0,79758094.0,2.0,2.0,1.0,4.0,0.39,0.63,0.52,,1.0,0.13,0.0,0.6947247451439721,0.07806868855332336,-0.09140708465716596,0.7091599516852455,312.0,0.3898728779347027,0.5199651945472061,0.629984364661956
1101,122.0,79758094.0,3.0,3.0,2.0,3.0,0.51,0.51,0.82,,2.0,-0.30999999999999994,0.0,0.6117596366873775,0.3374003133353498,0.33740031334431214,0.6309299369515853,1203.0,0.5099966009481938,0.8200014117756027,0.5099966009388486
1102,122.0,79758094.0,4.0,5.0,1.0,2.0,0.6,0.86,0.74,,1.0,0.14,0.0,0.4962492671124122,0.11519757688585602,-0.10519792062407585,0.8540493332940947,123.0,0.5999904022259002,0.7399908378464735,0.8600085561455448
1103,122.0,79758094.0,5.0,4.0,2.0,4.0,0.51,0.73,0.79,,2.0,-0.06000000000000005,0.0,0.5675725845448802,0.258316550651849,0.06338316894197385,0.779176854928593,1302.0,0.5099908495130263,0.7900101782950831,0.7300062557585135
1104,122.0,79758094.0,6.0,6.0,1.0,3.0,0.66,0.51,0.62,,2.0,0.040000000000000036,0.0,0.638232077026959,-0.030920216517275122,0.08124705231331766,0.7649201191349224,213.0,0.6600122974384754,0.6200070644740626,0.509989359202845
1105,122.0,79758094.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,,,,
1107,123.0,49224221.0,0.0,0.0,1.0,2.0,0.5,0.9,0.5,,1.0,0.0,0.0,0.40813799952718416,0.4083211206323697,-6.21896340838992e-06,0.8165158790793828,123.0,0.500030949738282,0.5000385664955168,0.9000648983025938
1108,123.0,49224221.0,1.0,1.0,3.0,4.0,0.61,0.0,0.0,,1.0,0.0,0.0,0.6494131171298546,-0.029576970410317493,0.7597025301810029,0.015488067845992257,2301.0,0.6099988863450309,0.00012602943394608512,9.995801955220281e-05
1109,123.0,49224221.0,2.0,3.0,2.0,3.0,0.6,0.0,0.0,,2.0,0.6,0.0,0.7861059576093723,-0.4346577289443384,-0.008919071121448985,0.4393530931679454,1203.0,0.5999995611084246,2.886774319809136e-05,3.64982291511153e-05
1110,123.0,49224221.0,3.0,5.0,1.0,2.0,0.6,0.3,0.6,,1.0,0.3,0.0,0.726365593349432,-0.1861381745290865,-3.48904220873078e-05,0.6616235061569941,123.0,0.5999621684295127,0.6000184837917638,0.29999140628561993
1111,123.0,49224221.0,4.0,2.0,1.0,4.0,0.02,0.5,0.81,,1.0,0.79,0.0,0.7638480114661356,-0.1265250416517471,-0.39965935117934576,0.4907138324804581,312.0,0.020003592132878785,0.8099999191657495,0.5000001792229029
1112,123.0,49224221.0,5.0,4.0,2.0,4.0,0.7,0.61,0.71,,2.0,-0.010000000000000007,0.0,0.5764993943752014,0.008505184949009224,0.08043434948510349,0.8130847469302173,1302.0,0.6999576209905369,0.709989756967987,0.6100010126524971
1113,123.0,49224221.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,,,,
1114,123.0,49224221.0,7.0,7.0,1.0,3.0,0.8,0.0,0.0,,2.0,0.8,0.0,0.7266682996533682,-0.48354267837056325,-0.0017420090298874587,0.4879934082797018,213.0,0.8000001031132123,1.3894727905739469e-05,3.7692800792145225e-05
1116,124.0,16243875.0,0.0,0.0,1.0,2.0,0.0,0.9,0.05,,1.0,0.05,0.0,0.5732313414130533,0.7426420175755045,-0.2436927320159131,0.24597411758504806,123.0,3.005854026492985e-06,0.04999961849696642,0.9000000558906908
1117,124.0,16243875.0,1.0,1.0,3.0,4.0,0.1,0.0,0.05,,1.0,0.05,0.0,0.5495142483809502,0.3584374494553505,0.6630668241875538,-0.3604162377012217,2301.0,0.10000001221660298,0.04999996587822768,2.6630291324452488e-06
1118,124.0,16243875.0,2.0,3.0,2.0,3.0,0.6,0.0,0.6,,2.0,0.0,0.0,0.6328272009564119,1.2263527924124466e-07,0.7742935474870426,0.0007580931024801333,1203.0,0.5999997656171798,0.5999999345858481,2.9035060090377776e-07
1119,124.0,16243875.0,3.0,2.0,1.0,4.0,0.0,0.05,0.05,,1.0,0.05,0.0,0.6282398161625893,0.5879454628244295,0.359187469808886,-0.3614141971836235,312.0,3.3522249647069542e-06,0.04999971135843856,0.04999996233482314
1120,124.0,16243875.0,4.0,5.0,1.0,2.0,0.05,0.5,0.5,,1.0,0.45,0.0,0.8094273721505687,-1.0380672822308073e-05,-0.3118540547672739,0.49756861504145816,123.0,0.050011034213062654,0.500005706110891,0.4999848431952248
1121,124.0,16243875.0,5.0,4.0,2.0,4.0,0.6,0.05,0.6,,2.0,0.0,0.0,0.7396491372735762,-8.860664327328279e-06,0.5988642865190579,0.30705216286762693,1302.0,0.600024274890215,0.6000138299896881,0.049989872532910005
1122,124.0,16243875.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,,,,
1123,124.0,16243875.0,7.0,7.0,1.0,3.0,0.05,0.0,0.05,,2.0,0.0,0.0,0.9703131085049892,0.00020411000304196942,-0.24115174905370373,0.018398225364511193,213.0,0.05004335969779393,0.04997624003886137,0.0006504367549310448
1125,125.0,37288033.0,0.0,0.0,1.0,2.0,0.45,0.67,0.88,,1.0,0.43,0.0,-0.4287127988291269,0.6095841537309631,-0.38255489163173717,0.5461360053047254,123.0,0.4499298550256057,0.8799901022401053,0.6699063971258409
1126,125.0,37288033.0,1.0,1.0,3.0,4.0,0.41,0.59,0.36,,1.0,-0.04999999999999999,0.0,0.6937097098356113,0.1890680845200187,0.042190791711272047,0.6937149222998676,2301.0,0.4100054053855786,0.35999234976782846,0.5900008780665115
1127,125.0,37288033.0,2.0,2.0,1.0,4.0,0.3,0.25,0.33,,1.0,0.08000000000000003,0.0,0.8429388352240204,-0.060055993900869,-0.021692859442360164,0.5342067220175003,312.0,0.2999973258297697,0.329996656319392,0.2500032766197645
1128,125.0,37288033.0,3.0,3.0,2.0,3.0,0.74,0.62,0.28,,2.0,0.46,0.0,0.5826387107165713,-0.2305877730057422,-0.1672525347495119,0.7611754134316762,1203.0,0.7399958922155863,0.2799955978412797,0.620001132363864
1129,125.0,37288033.0,4.0,4.0,2.0,4.0,0.67,0.61,0.85,,2.0,-0.17999999999999994,0.0,0.5262527278790334,0.20740243077544282,0.26413502261008637,0.7812010111534733,1302.0,0.6699832138868728,0.8500013028900859,0.6100540138522792
1130,125.0,37288033.0,5.0,5.0,1.0,2.0,0.36,0.63,0.7,,1.0,0.34,0.0,0.6950913392802232,-0.0436099326807969,-0.20040972478528551,0.6890444478048539,123.0,0.3600223206788207,0.7000128445967813,0.6299538437930011
1131,125.0,37288033.0,6.0,6.0,1.0,3.0,0.27,0.75,0.69,,2.0,0.06000000000000005,0.0,0.649410454782837,0.35688701238992815,-0.05707522868887286,0.6690591486915914,213.0,0.2699938092393757,0.6900029079958587,0.7499968764347674
1132,125.0,37288033.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,,,,
1134,126.0,14648527.0,0.0,0.0,1.0,2.0,0.15,0.8,0.65,,1.0,0.5,0.0,-0.41839015949693575,0.8280298265448168,-0.163429506164986,0.3355698104826272,123.0,0.1500848027325529,0.6500568390861182,0.7999890836867154
1135,126.0,14648527.0,1.0,1.0,3.0,4.0,0.55,0.51,0.52,,1.0,0.010000000000000007,0.0,0.6851419901290846,-0.007144334684578175,0.021497497052460016,0.7280572010067254,2301.0,0.5500000577463316,0.5199997004587515,0.5099974984028266
1136,126.0,14648527.0,2.0,5.0,1.0,2.0,0.48,0.59,0.63,,1.0,0.15000000000000002,0.0,0.6804414374194458,-0.026619688454780632,-0.09761053465723532,0.7257844256748553,123.0,0.48000180675165927,0.6299983802162974,0.590003194949681
1137,126.0,14648527.0,3.0,2.0,1.0,4.0,0.6,0.45,0.55,,1.0,0.10000000000000003,0.0,0.6872782377332874,-0.06893602351248893,0.0349444874126105,0.7222710773888638,312.0,0.5999392169786633,0.5500242985326217,0.45004547600092504
1138,126.0,14648527.0,4.0,3.0,2.0,3.0,0.44,0.52,0.56,,2.0,-0.040000000000000036,0.0,0.7189929783340999,0.09221192641093102,0.0308243883237425,0.688183490959747,1203.0,0.4399668178941523,0.5600524468701442,0.5199748986692844
1139,126.0,14648527.0,5.0,4.0,2.0,4.0,0.7,0.55,0.75,,2.0,-0.05000000000000005,0.0,0.5845028997803225,0.0472819347229738,0.17387983038618587,0.7911300430561543,1302.0,0.6999750170474293,0.7499640994975928,0.5499931060908626
1140,126.0,14648527.0,6.0,6.0,1.0,3.0,0.4,0.57,0.45,,2.0,0.11999999999999995,0.0,0.7146614668104511,0.03463889684425638,-0.08198343250825925,0.693785162709231,213.0,0.4000004277380579,0.4500038345851744,0.5699981096769491
1141,126.0,14648527.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,,,,
1143,127.0,69269118.0,0.0,0.0,1.0,2.0,0.51,0.43,0.45,,1.0,0.020000000000000014,0.0,0.727760664919263,-0.014559810565916799,0.043333791755771636,0.6843059993047323,123.0,0.5100201829255525,0.44999614031103474,0.4300066255295646
1144,127.0,69269118.0,1.0,1.0,3.0,4.0,0.57,0.57,0.54,,1.0,-0.02999999999999992,0.0,0.6537268964144455,0.02205045136699598,0.022050369372235066,0.7560878108584552,2301.0,0.5700563168414107,0.5400069291557987,0.5700564279696017
1145,127.0,69269118.0,2.0,2.0,1.0,4.0,0.51,0.51,0.51,,1.0,0.0,0.0,0.7000012426407064,-5.452849531250307e-06,-5.36005481846581e-06,0.7141416911829486,312.0,0.5099984487806919,0.5100060272041633,0.509998317580953
1146,127.0,69269118.0,3.0,4.0,2.0,4.0,0.4,0.44,0.41,,2.0,0.030000000000000027,0.0,0.7609337661846346,0.007160558674045383,-0.02130627691408534,0.6484402549896939,1302.0,0.39999050015086696,0.40997570636130565,0.43999332247196987
